0	3147	4.226902
0	3578	4.204530
0	34405	4.147706
1	527	4.361293
2	2730	4.466991
4	912	4.199127
4	1197	4.196529
5	67997	4.390448
6	1207	4.051954
6	61236	4.085262
6	100714	4.113717
8	112852	4.175987
11	6870	4.162595
11	48774	4.298340
11	48780	4.240125
14	924	4.324533
20	1196	4.091772
22	10	3.659130
22	908	3.657665
24	2947	4.071523
26	4993	4.400148
27	3751	4.276568
29	30749	4.190421
30	541	4.395585
32	3365	4.424547
32	3471	4.398465
32	99114	4.293525
34	52929	3.620398
35	97913	4.257794
37	4963	4.250779
40	296	4.049677
40	4226	4.034172
41	1376	4.340839
42	1204	4.391363
44	51412	3.999302
45	58559	4.502544
45	63082	4.374089
47	110	4.394354
47	44199	4.357896
48	89774	4.253362
48	97304	4.337635
49	79132	4.243510
50	858	4.270891
50	904	4.264109
51	95654	4.832284
52	2329	4.361966
53	2186	4.427571
54	1732	4.557435
58	74458	4.408448
61	122882	4.362822
63	99114	4.294845
65	1136	4.066166
65	31658	4.132945
67	2413	4.539137
69	1204	4.184816
69	5418	4.234687
73	1276	4.081933
73	1283	4.098259
79	1729	3.919897
81	94959	4.295790
83	95654	4.392723
83	109740	4.485534
85	1288	4.444072
86	903	3.985077
88	111759	4.032691
89	1230	4.314888
93	48394	4.377282
95	6643	4.248126
98	1248	4.665809
99	3578	4.205645
100	68237	4.902216
102	1234	4.318637
103	8874	4.352578
105	50	4.292709
108	3949	4.222455
109	527	4.553431
109	1961	4.465990
111	104211	5.133320
112	99114	4.171272
115	2571	4.498120
119	2161	4.462330
122	111	4.095205
122	2329	4.149124
123	7153	4.350877
123	58559	4.405644
125	2804	4.162017
125	5618	4.219325
129	92210	4.385936
131	5971	4.309532
135	1276	4.422698
135	3949	4.444036
135	30749	4.509566
137	122892	4.081992
140	89753	4.314033
141	904	4.470440
144	48394	4.089950
148	32587	4.546140
151	1197	3.939897
153	3147	4.299737
153	4878	4.300140
154	4995	4.272530
156	122896	6.606617
161	3105	4.332020
161	48696	6.606617
167	5008	4.289114
168	1193	4.271768
168	1203	4.312986
170	68237	4.132516
173	68237	4.232746
174	6708	4.387669
174	78499	4.368842
174	87222	4.393743
177	99114	4.287392
181	2761	4.490685
182	30707	4.503537
185	5291	4.354785
186	86781	4.356215
187	110	5.038306
187	364	5.169561
191	628	4.771088
195	2186	4.416961
196	608	4.858178
196	919	5.044103
197	38038	4.194601
199	5618	4.048007
199	5971	3.965570
200	40815	4.096120
201	3147	4.234723
204	3030	4.313767
205	3994	4.341211
206	908	4.383100
206	1203	4.460581
207	111759	4.255855
207	112556	4.352072
208	81845	4.296580
213	50	4.799586
215	912	4.530037
216	3629	4.169401
217	85367	6.606617
223	5291	4.202942
224	7926	3.995907
226	71899	3.645976
227	1198	4.581844
227	2858	4.545357
228	1136	4.113973
228	1193	4.019039
229	1358	4.231274
230	858	4.276984
230	3252	4.227570
232	339	4.357930
237	858	4.992889
238	6669	4.497219
239	7156	4.135308
240	6886	6.606617
242	58559	4.408272
243	923	4.009309
244	54286	4.171372
245	110	4.280895
245	40412	4.255909
248	116797	4.496026
250	1096	4.550468
252	58025	6.606617
252	59501	4.207968
254	318	4.037713
254	4144	3.783807
257	69844	4.361427
258	89864	4.396447
260	3307	4.335213
262	858	4.427678
262	922	4.310421
263	912	4.389510
263	68157	4.472282
266	104841	4.588566
266	112552	4.549674
267	8228	4.091645
268	5971	4.283601
270	608	4.619065
271	72720	4.367368
273	109487	3.842241
274	296	4.554455
274	5618	4.391629
279	3147	4.583743
282	80489	4.341240
283	8873	4.144847
284	457	4.274346
284	5464	4.061517
284	48774	4.223336
288	318	4.927882
290	6636	6.606617
290	105197	4.364734
292	76093	4.150916
294	953	4.262539
294	56782	4.306722
295	2019	4.383326
295	3030	4.385333
295	6669	4.500381
298	593	4.561883
298	1193	4.610484
299	953	3.937254
299	109374	3.831356
300	4848	4.105230
301	215	4.367180
302	7361	4.399732
302	68157	4.422552
302	68954	4.377253
302	99114	4.284313
305	109487	4.380752
307	296	4.205995
307	356	4.196023
307	1198	4.207314
307	2571	4.132371
308	89774	4.326746
309	2804	4.373907
310	2959	4.119007
311	1136	4.189107
313	81562	4.355850
318	30749	4.300374
318	78499	4.322322
319	2918	4.222329
321	5008	4.252475
322	1193	4.167154
323	6350	4.315078
324	527	4.317420
325	6643	4.168451
326	1199	4.410590
326	8807	4.787334
330	356	4.308565
330	527	4.399332
331	4993	4.038159
331	5816	4.029041
334	1203	4.326678
335	3468	4.218302
337	5903	4.466417
337	81834	4.354909
338	112552	4.437258
339	104520	4.447392
342	497	6.606617
345	1207	4.230413
345	2028	4.246047
346	923	4.372321
346	1178	4.428656
348	1921	6.606617
350	68237	4.257862
351	3176	3.884411
351	5970	6.606617
352	3468	4.216134
354	593	4.254859
355	6539	4.312638
357	8188	6.606617
358	86815	6.606617
359	4447	4.521155
360	3114	4.368378
360	4886	4.362436
360	4993	4.400480
366	58559	4.855934
366	111759	4.681881
366	115713	4.790468
367	223	4.254162
368	50	4.405924
370	5952	4.377841
374	5618	4.194362
376	1089	4.548473
378	356	4.301542
379	1207	4.282772
379	2791	4.302986
382	115210	4.621880
383	71899	4.229676
385	118896	4.372586
389	113604	6.606617
389	114028	4.346275
390	55118	4.193427
391	111759	4.299438
392	111921	4.340117
393	112552	4.328654
394	5903	4.276635
394	44665	4.166149
400	2996	6.606617
401	110	4.230002
401	356	4.207273
401	2028	4.175559
405	903	4.258590
405	1204	4.294991
405	1207	4.314124
405	1219	4.373025
405	3307	4.349928
406	30793	6.606617
407	111	4.614995
408	50	4.565894
409	296	4.277719
409	904	4.128800
409	908	4.214455
412	1178	4.215047
413	1204	4.247741
413	1234	4.270883
414	905	4.234354
414	951	4.202164
421	2000	4.433427
421	2502	4.480357
421	4896	4.453607
422	3095	6.606617
424	908	3.823457
425	102445	3.971270
427	55098	4.362242
429	1884	4.243357
429	6643	3.717685
432	97938	4.320344
433	3030	4.295475
433	8958	4.284573
434	5618	4.379145
434	48516	4.361817
435	356	4.043698
435	2762	4.977457
437	1148	4.407743
437	5971	4.248653
439	318	4.092248
439	750	3.907386
439	904	3.810597
439	1193	3.807740
439	2019	3.936460
439	2918	3.871459
439	3996	3.844476
439	4011	3.797908
440	5971	4.235669
441	6777	4.112054
442	94969	3.806742
443	930	4.225053
443	5291	4.256323
444	99114	4.437270
445	1269	4.017449
448	2571	4.351368
449	81845	4.402183
452	110	4.808757
452	296	4.796000
452	593	4.552130
453	106100	4.292086
455	99114	4.271143
456	527	4.281663
457	96610	4.295892
459	89774	4.447516
463	3114	4.374082
