0	3462	4.326789
1	58559	4.476054
3	7153	3.840105
5	7153	5.416257
5	58559	5.481221
6	110	4.148846
9	3499	3.939102
9	44665	4.072572
14	1234	4.113094
14	1269	5.026627
17	6708	4.428140
18	1219	3.996140
18	1466	4.406216
18	2502	4.473666
18	3000	4.126756
18	3996	4.433684
20	1584	4.229617
21	52245	6.606617
22	122892	4.112674
25	59315	4.431752
26	7361	5.466232
27	3105	3.861098
28	109487	4.347276
29	1198	4.136842
29	2762	4.334397
30	115617	5.364780
31	88810	5.293380
33	82667	4.182848
37	1280	4.380945
37	6669	5.526082
38	57504	4.430271
38	89774	4.366007
41	3100	6.606617
45	5971	4.362018
47	56782	4.166342
48	5008	3.978159
51	32	4.502915
52	1262	4.067738
52	54286	4.530619
53	5995	4.055279
54	1291	5.307747
54	7132	4.306423
55	50	4.165479
55	2329	4.255633
55	31658	5.181759
56	4993	5.400751
60	115210	5.406642
61	98852	6.606617
61	113521	6.606617
62	91529	4.104727
64	277	6.606617
68	913	5.068626
72	8665	5.270607
73	1281	5.305448
74	1148	3.979042
77	58559	4.824363
78	6708	4.170732
78	104944	3.810515
80	912	4.727671
80	1193	5.386789
83	2329	4.318431
87	5291	3.896250
88	68358	5.218249
92	1240	4.504370
92	33794	4.376562
94	3801	4.054725
94	4144	4.063445
95	3629	4.255375
96	81564	4.100599
100	3435	4.243724
100	8228	4.114766
101	1203	5.294868
102	48774	4.311637
106	1252	4.269548
107	3494	6.606617
107	4406	4.343387
108	91077	6.606617
109	48161	4.650389
109	48593	4.246925
110	112290	4.200797
111	858	4.649035
111	2028	4.330214
116	1704	5.415808
121	908	4.329911
122	116797	5.393290
123	904	4.546065
123	116797	5.403113
124	1266	4.122175
124	4262	4.203356
125	1148	4.429135
125	1234	3.861574
128	49530	4.074841
128	68358	4.076267
130	1278	4.184038
130	32587	4.222177
133	4014	4.267810
135	327	4.557404
137	64614	4.366553
141	1274	4.006799
141	3979	6.606617
142	6662	4.959057
143	3160	4.350277
145	5971	4.238566
149	2973	4.314981
149	78039	4.053129
150	1527	4.133899
151	6669	4.602091
153	750	4.190733
153	79132	5.181254
154	2571	4.383502
158	318	4.755508
158	104913	4.493958
161	527	4.308371
161	5971	4.192426
163	68237	5.273513
165	1036	4.506958
166	356	4.101825
166	112552	4.070583
169	64614	5.324197
170	4995	5.219100
172	2671	4.149879
176	1230	5.335306
177	1212	4.184724
178	38061	3.984187
179	5008	4.186638
182	1284	5.092081
186	8368	4.758959
187	858	4.991432
189	112175	5.357817
193	48780	4.022561
197	1206	4.638485
198	919	4.460416
198	2918	4.281661
202	109374	3.970704
203	116797	3.850120
204	134853	4.987908
205	1222	4.312992
205	2395	5.271222
205	2791	5.305279
206	1222	4.229833
206	2019	4.314052
207	593	4.285473
207	3435	4.195630
210	102125	4.274798
212	112556	4.469414
213	1214	5.255350
213	5418	4.266839
215	3578	4.157323
215	112852	5.000186
217	89774	5.296076
223	527	4.490301
224	1197	4.298278
226	68358	5.449867
226	91529	4.352852
226	91542	4.480041
227	84187	4.402744
228	50	4.586556
228	4993	5.337661
228	5008	4.238950
228	7153	4.333325
230	115617	4.451533
232	111362	4.288336
232	111759	5.271295
234	5291	4.470524
234	112552	4.536622
238	5690	5.225092
238	112171	4.367168
242	2858	5.311463
244	2019	5.347395
244	2762	5.305711
245	5995	4.273510
245	92210	4.367823
246	527	4.037477
246	5418	4.153807
246	111362	5.111911
247	2762	4.372206
248	112552	4.235064
250	1234	4.247420
252	6669	5.191260
253	48516	4.104243
257	5618	4.215029
261	50	4.286713
261	4993	5.299015
264	6953	4.257516
266	1262	4.419779
266	3000	4.242272
266	48394	5.315226
266	48780	4.366495
267	62	4.332934
267	2716	5.176091
268	223	4.239430
269	5291	4.134741
269	91529	4.059223
270	99114	4.097647
273	4019	4.385088
278	8665	5.271506
279	4144	4.302002
282	91128	6.606617
284	3435	4.325997
288	112552	5.245101
291	59784	4.493154
291	88125	5.475056
291	112852	4.419221
292	527	4.158502
292	858	4.513295
292	1196	4.324146
293	5971	4.263956
294	1198	4.304515
298	86781	4.037097
299	48516	4.145366
300	30812	4.476067
300	36529	4.356979
301	88125	4.212474
303	1234	5.193212
305	2700	4.180320
305	4308	4.244899
306	904	4.787949
308	1949	4.257537
309	105844	4.350151
311	1203	4.276124
318	3578	4.211894
321	150	4.301538
322	134853	3.931444
325	58559	4.308330
327	112552	4.445193
335	2268	4.174455
338	50	4.213504
338	527	4.320016
340	60684	4.367778
340	76251	4.359901
341	1193	5.221498
341	4262	5.198623
344	1721	6.606617
352	1035	5.435015
355	2019	4.443043
356	10	3.881621
356	608	5.126911
356	908	4.281035
360	108190	4.572916
360	111362	5.302963
362	33794	4.267103
364	1207	5.211506
364	3147	5.267753
365	5690	3.992450
366	1252	5.563727
369	50	4.391256
370	110	4.366412
371	5008	5.447521
375	1178	4.246766
376	2641	5.986143
378	64839	4.457243
380	5008	4.119009
382	318	4.601550
386	112940	3.759201
387	6643	4.106219
388	7419	6.606617
392	1376	4.893683
393	1035	4.360199
393	3608	4.195132
394	4262	5.272131
396	296	4.428925
396	1376	4.867318
398	104374	4.321170
399	90430	4.480172
402	924	4.266068
403	64614	5.434500
405	1588	6.606617
405	33004	6.606617
406	904	5.145157
406	1136	5.182462
406	1193	4.246378
408	919	4.579648
408	1148	5.509379
409	1276	4.317146
411	5971	4.322356
412	3307	4.352301
412	3441	4.615050
415	2176	4.527378
416	5971	4.357821
417	8970	3.930858
418	922	4.344583
419	109374	4.273767
420	111	4.270585
422	5418	5.359669
423	1197	4.401886
423	2762	4.343118
424	111	4.268957
425	5618	4.973244
426	48394	4.399444
429	112183	4.228521
432	2959	5.316719
433	541	4.581896
433	1136	4.472365
433	2858	4.490275
434	5291	5.475406
435	1748	4.465907
436	924	5.422042
438	68954	5.492536
442	1927	6.606617
442	2761	4.450741
442	112070	6.606617
449	58559	4.588494
452	2329	4.292082
456	1197	4.181211
461	54259	4.276750
461	76251	4.463933
462	508	5.478810
462	4896	4.492333
463	111	4.140430
464	106100	4.782730
466	50	4.396962
467	66371	5.287186
468	1291	4.126036
469	1207	4.292515
470	4995	4.306766
471	5952	5.366770
471	7153	4.391065
473	4878	4.344090
473	71264	4.411937
473	81845	4.376588
475	6218	4.331070
476	5971	4.185054
479	1090	4.277570
480	2959	4.362282
484	55820	4.175768
486	45210	6.606617
487	30749	5.415307
487	102445	5.349057
488	4995	4.554530
488	48780	5.573363
491	4878	4.490701
491	32587	4.219007
491	48516	4.323192
494	3362	4.275252
494	30810	4.365630
495	109374	4.346703
501	2730	4.242248
503	2502	4.390437
503	4963	4.428514
504	858	5.283261
506	350	6.606617
506	2019	4.579205
506	5618	4.178503
508	589	5.184696
508	1270	4.212479
509	112552	4.367729
510	2019	4.620465
512	1207	5.291933
512	5618	5.353250
514	5618	4.175068
516	95167	4.558467
516	112556	5.564162
518	101895	4.445660
520	106696	4.230276
523	112552	4.269182
527	3181	6.606617
529	2329	4.489597
529	79132	5.287103
530	608	4.328127
533	1224	4.414998
539	858	4.405448
542	110	4.343446
542	5971	4.270725
543	923	5.415371
543	1204	4.411456
543	3462	5.375201
546	48516	3.793100
548	78499	4.100111
549	5618	4.027992
549	48394	5.225125
550	5618	4.279980
552	6187	4.308830
553	5952	4.503289
555	3035	4.295595
555	6808	6.606617
556	1748	5.372101
556	4720	6.606617
558	3996	5.411503
563	4306	4.411945
568	6539	4.299116
568	112175	5.282061
569	112552	3.928420
571	541	4.552010
572	1148	4.228919
572	68157	4.390894
574	2186	5.320208
576	593	5.307652
580	7925	6.606617
580	8542	4.521250
582	3307	4.341081
583	1265	4.253495
583	63082	4.612756
585	9005	6.606617
585	73168	6.606617
587	3307	4.233296
587	4886	4.316513
588	111	4.141605
588	7361	5.292752
591	8961	5.397877
593	1178	4.179413
595	63082	4.221987
595	68954	5.501898
596	3000	4.157495
596	48394	5.230449
602	58559	5.684711
603	84152	4.370506
605	4226	4.196062
608	94969	4.345465
609	527	4.054340
612	3996	5.267261
612	33794	4.234076
613	110	5.295150
613	58559	5.400738
618	3916	4.426881
618	41997	4.342354
619	2858	5.475805
619	3462	4.306480
620	1262	3.968381
621	1208	5.212728
621	1291	4.214986
623	110	4.192504
626	1270	4.513038
627	3307	4.213844
627	3435	4.420295
627	7156	4.125058
628	1148	4.482243
628	3361	6.606617
629	527	5.091709
629	904	3.999240
629	2019	4.141724
630	1219	5.451737
630	4306	4.427731
631	1198	5.334229
634	589	4.435989
635	6301	6.606617
637	4226	4.116412
638	2881	3.876889
639	94969	3.787315
640	282	6.606617
640	89774	5.358598
640	117176	4.448682
641	4226	4.068895
642	97225	4.303352
643	858	4.255111
643	58559	5.617154
644	71838	4.336482
644	112290	5.227891
644	115713	4.364818
645	49286	4.438584
646	4308	4.438657
646	48394	5.338354
648	1206	4.468100
650	1199	5.620924
651	45517	4.342458
652	349	4.256926
653	7926	4.262869
